Timestamp,Local,"Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Acceso y calidad de la educación pública]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Acceso y calidad de la vivienda]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Ampliar el acceso al agua]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Cuidado del medio ambiente y recursos naturales]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Deuda universitaria (CAE y otros)]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Mejorar la calidad de la salud pública y su financiamiento]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Mejorar las pensiones y dignificar la vida de los adultos mayores]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir costos de los servicios básicos (agua, electricidad, etc.)]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir la desigualdad de ingresos]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir la impunidad y la delincuencia]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Transporte público (calidad, acceso y precio)]"
17/12/2019 18:40:31,Matte,,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,
17/12/2019 18:40:37,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:40:39,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:40:42,Matte,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 18:40:59,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:41:02,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:41:06,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 18:41:09,Matte,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:41:13,Matte,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 18:41:17,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:41:26,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:41:39,Matte,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Imp.
17/12/2019 18:41:40,Matte,Extremadamente imp.,Imp.,Imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:41:40,Matte,Extremadamente imp.,Extremadamente imp.,,,,Extremadamente imp.,,Imp.,,,Imp.
17/12/2019 18:41:53,Matte,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:41:56,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:41:57,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:42:12,Matte,Imp.,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:42:19,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:42:28,Matte,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Imp.,Muy imp.
17/12/2019 18:42:49,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:42:52,Matte,,,,,Muy imp.,,Extremadamente imp.,,,Muy imp.,Imp.
17/12/2019 18:43:07,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:43:07,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:43:10,Matte,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:43:11,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:43:22,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:43:28,Matte,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Imp.,,Muy imp.,Muy imp.
17/12/2019 18:43:35,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:43:37,Matte,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:43:44,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:43:52,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:43:57,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Imp.
17/12/2019 18:43:58,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:44:06,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:44:09,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Imp.,Imp.
17/12/2019 18:44:14,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:44:27,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.
17/12/2019 18:44:34,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:44:39,Matte,Extremadamente imp.,,,,Extremadamente imp.,,Extremadamente imp.,,,,
17/12/2019 18:44:40,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:44:42,Matte,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:44:51,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:44:54,Matte,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:45:05,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Medianamente imp.
17/12/2019 18:45:15,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:45:20,Matte,Extremadamente imp.,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Medianamente imp.
17/12/2019 18:45:26,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:45:30,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:45:36,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:45:41,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:45:43,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:46:02,Matte,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:46:06,Matte,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:46:10,Matte,Extremadamente imp.,Medianamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.
17/12/2019 18:46:13,Matte,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:46:20,Matte,,Extremadamente imp.,,,Muy imp.,Muy imp.,Muy imp.,Muy imp.,,Extremadamente imp.,
17/12/2019 18:46:25,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:46:30,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:46:33,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:46:44,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:46:58,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:46:59,Matte,Muy imp.,Imp.,Imp.,Imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Muy imp.,Medianamente imp.
17/12/2019 18:47:11,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Imp.,Imp.
17/12/2019 18:47:32,Matte,Muy imp.,,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Extremadamente imp.
17/12/2019 18:57:46,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:57:48,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:57:57,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:58:23,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:58:23,Cumbres,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:58:25,Cumbres,Muy imp.,Muy imp.,Muy imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Muy imp.
17/12/2019 18:58:51,Cumbres,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Imp.
17/12/2019 18:58:55,Cumbres,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Imp.,Imp.
17/12/2019 18:59:06,Cumbres,Extremadamente imp.,Muy imp.,Medianamente imp.,Medianamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:59:20,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:59:22,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:59:24,Cumbres,Extremadamente imp.,Muy imp.,Imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:59:45,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:59:47,Cumbres,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 19:00:09,Cumbres,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,,Extremadamente imp.,,,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:00:13,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:00:13,Cumbres,Extremadamente imp.,Muy imp.,Imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Imp.
17/12/2019 19:00:34,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:00:36,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:00:44,Cumbres,Muy imp.,Imp.,Imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 19:00:58,Cumbres,Imp.,Medianamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:00:59,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Extremadamente imp.,Imp.
17/12/2019 19:01:04,Cumbres,Muy imp.,Imp.,Extremadamente imp.,Medianamente imp.,Medianamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.
17/12/2019 19:01:15,Cumbres,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:01:18,Cumbres,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.
17/12/2019 19:01:23,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:01:29,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.,Imp.,Imp.
17/12/2019 19:01:38,Cumbres,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:01:45,Cumbres,Extremadamente imp.,Imp.,Poco imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Extremadamente imp.
17/12/2019 19:01:45,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Imp.,Imp.
17/12/2019 19:01:55,Cumbres,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Imp.,Medianamente imp.
17/12/2019 19:01:59,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 19:01:59,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:02:02,Cumbres,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:02:13,Cumbres,Imp.,Medianamente imp.,Medianamente imp.,Imp.,Medianamente imp.,Extremadamente imp.,Muy imp.,Imp.,Poco imp.,Extremadamente imp.,Poco imp.
17/12/2019 19:02:31,Cumbres,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:02:32,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:02:39,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:02:42,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:02:44,Cumbres,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:02:47,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:02:49,Cumbres,Extremadamente imp.,Imp.,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Muy imp.,Imp.
17/12/2019 19:02:55,Cumbres,Extremadamente imp.,Imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Medianamente imp.
